source;date;titre;lien;categorie
Korben;2026-09-16T07:49:19+00:00;Fuse-archive - Vos ZIP montés en dossiers ordinaires;https://korben.info/mount-archive-monter-archives-comme-un-dossier.html;5. Logiciels _ OS
Korben;2026-09-16T07:35:05+00:00;La Forge - Le GitLab public des profs codeurs;https://korben.info/forge-apps-education-enseignants-code.html;NON_CLASSE
CCM;2026-09-15T16:34:37+00:00;Windows 11 : Microsoft doit déjà corriger son dernier Patch Tuesday après une avalanche de bugs;https://www.commentcamarche.net/informatique/windows/38861-mise-a-jour-d-urgence-corrective-pour-bugs-de-windows-11/;2. PC_OS
Korben;2026-09-15T15:43:58+00:00;Test d'une batterie externe et dock magnétique Antank pour Nintendo Switch 2;https://korben.info/test-dune-batterie-externe-et-dock-magentique-antank-pour-nintendo-switch-2.html;3. Periphérique
CCM;2026-09-15T13:56:22+00:00;SFR Fibre Sobriété : une nouvelle offre écolo sans décodeur et avec une box reconditionnée;https://www.commentcamarche.net/maison/box-connexion-internet/38857-sfr-fibre-sobriete/;13. Maison
Korben;2026-09-15T13:53:18+00:00;Suyu tire sa révérence sur un mode de recompilation pour jeux Switch;https://korben.info/suyu-recompilation-statique-emulation-switch.html;16. ludique
Korben;2026-09-15T13:28:51+00:00;CUDA-for-AMD-Windows - Le .exe NVIDIA pour votre Radeon;https://korben.info/zluda-hip-cuda-radeon-windows.html;2. PC_OS
Korben;2026-09-15T13:13:09+00:00;OpenDisplay - Étendre l'affichage Mac avec ce que vous avez sous la main;https://korben.info/opendisplay-ecran-secondaire-iphone-ipad-mac.html;7. Video
Korben;2026-09-15T11:49:03+00:00;Windows 11 - Un clic sur le bon lien et hop, vous avez un compte local;https://korben.info/bypass-compte-microsoft-windows-11.html;2. PC_OS
CCM;2026-09-15T10:39:55+00:00;Mauvaise nouvelle pour les foyers sans fibre : l'aide de l'État pour accéder au très haut débit est suspendue;https://www.commentcamarche.net/maison/box-connexion-internet/38853-fin-des-aides-raccordements-fibre-optique/;13. Maison
CCM;2026-09-15T10:30:06+00:00;Le prix affiché ne dit pas tout, voici comment lire l'offre CyberGhost;https://www.commentcamarche.net/securite/vpn/38855-le-prix-affiche-ne-dit-pas-tout-voici-comment-lire-l-offre-cyberghost/;5. Logiciels _ OS
Korben;2026-09-15T08:16:10+00:00;Kits IA Korben - Des tutos pour vos agents IA;https://korben.info/kits-ia-korben-tutos-agents-ia.html;6. IA
Korben;2026-09-15T08:00:00+00:00;TP-Link Deco BE25-5G - Le routeur qui garde la maison;https://korben.info/deco-be25-5g-test.html;3. Periphérique
Korben;2026-09-15T07:23:22+00:00;GNOME Boxes - L'outil qui monte les VM à votre place;https://korben.info/gnome-boxes-virtualisation-simple-linux.html;2. PC_OS
Korben;2026-09-15T06:53:24+00:00;SpruceOS - Le guide pour rhabiller votre console rétro;https://korben.info/spruceos-guide-installation-console-retro.html;16. ludique
CCM;2026-09-14T16:06:00+00:00;Interdiction des réseaux sociaux aux moins de 15 ans : après la censure, Macron relance son offensive;https://www.commentcamarche.net/applis-sites/reseaux-sociaux/38851-nouvelle-proposition-de-loi-pour-l-interdiction-des-reseaux-sociaux-aux-moins-de-15-ans/;17. actu jur et pol
Korben;2026-09-14T15:10:49+00:00;Test Thermal Master P3 : voir ce qui chauffe avec son smartphone;https://korben.info/test-thermal-master-p3-voir-ce-qui-chauffe-avec-son-smartphone.html;1. SMARTPHONE
Korben;2026-09-14T13:33:00+00:00;Antro pique ?;https://korben.info/test-antro-avis.html;NON_CLASSE
CCM;2026-09-14T13:18:49+00:00;Les TV LG vous espionnent-elles ? Une enquête met le constructeur sous pression;https://www.commentcamarche.net/securite/confidentialite/38847-espionnage-tv-lg/;7. Video
Korben;2026-09-14T09:14:55+00:00;Tomb Raider peut tourner sur un ESP32-P4;https://korben.info/tomb-raider-peut-tourner-sur-un-esp32-p4.html;NON_CLASSE
Korben;2026-09-14T08:30:00+00:00;Apple Configurator - Pour transformer votre iPhone en Dumbphone;https://korben.info/apple-configurator-iphone-dumbphone-temps-ecran.html;1. SMARTPHONE
Korben;2026-09-14T07:42:28+00:00;CanoFlash - Du Wi-Fi sur votre GBA (mais pas pour jouer, snif);https://korben.info/gba-link-cable-internet-esp32.html;3. Periphérique
CCM;2026-09-11T16:50:54+00:00;L'IA d'Anthropic part en roue libre… et ce n'est pas la seule;https://www.commentcamarche.net/securite/38843-ia-d-anthropic-mais-pas-que-en-roue-libre/;6. IA
CCM;2026-09-11T13:30:04+00:00;VPN payant ou gratuit : lequel choisir selon son usage réel ?;https://www.commentcamarche.net/securite/vpn/38835-vpn-payant-ou-gratuit-lequel-choisir-selon-son-usage-reel/;5. Logiciels _ OS
CCM;2026-09-11T13:24:12+00:00;Changer de gestionnaire de mots de passe devient enfin beaucoup plus simple sur Android;https://www.commentcamarche.net/applis-sites/applications/38841-android-changement-de-gestionnaire-de-mots-de-passe/;1. SMARTPHONE
CCM;2026-09-11T11:13:20+00:00;Vuelta 2026 : ExpressVPN à 2,49 €/mois tombe au bon moment pour les dernières étapes;https://www.commentcamarche.net/securite/vpn/38819-vuelta-2026-expressvpn-a-2-49-eur-mois-tombe-au-bon-moment-pour-les-dernieres-etapes/;5. Logiciels _ OS
CCM;2026-09-11T10:43:02+00:00;Ce site permet de jouer à GTA gratuitement dans un simple navigateur Web;https://www.commentcamarche.net/image-son/jeu-video/38839-ce-site-permet-de-jouer-a-gta-gratuitement-dans-un-simple-navigateur-web/;16. ludique
Korben;2026-09-11T10:00:00+00:00;OmniVoice - Clonez votre propre voix en local et en français;https://korben.info/omnivoice-clonage-voix.html;8. Audio
Korben;2026-09-11T09:52:43+00:00;Le Deathray - Le shader WebGPU qui fait redémarrer votre Mac;https://korben.info/webgpu-deathray-freeze-mac.html;NON_CLASSE
CCM;2026-09-11T04:55:02+00:00;Seuls les initiés la connaissent : cette plateforme de streaming peu connue permet de regarder des films, des séries et des chaînes TV gratuitement et légalement;https://www.commentcamarche.net/image-son/streaming/36571-plex-tv-bis/;16. ludique
CCM;2026-09-11T04:45:02+00:00;Tous les experts le disent : il faut absolument désactiver cette option sur les téléviseurs, elle rend l'image vraiment affreuse;https://www.commentcamarche.net/image-son/34369-reglage-tv-ter/;7. Video
CCM;2026-09-11T04:35:03+00:00;Nous avons fait le calcul et il est étonnant : voici ce que ça vous coûte vraiment de recharger votre smartphone tous les jours;https://www.commentcamarche.net/mobile/telephones/29743-cout-charge-smartphone-quad/;1. SMARTPHONE
CCM;2026-09-10T15:34:39+00:00;La Switch 2 évolue avec une fonction très attendue et une batterie plus facile à remplacer;https://www.commentcamarche.net/image-son/jeu-video/38837-changements-nintendo-switch-2-batterie-amovible-et-maj/;16. ludique
CCM;2026-09-10T12:11:40+00:00;"Après l'amende record de Bruxelles, Google ""dégrade"" volontairement ses résultats de recherche en Europe";https://www.commentcamarche.net/applis-sites/services-en-ligne/38833-recherche-google-degradee-en-europe/;17. actu jur et pol
CCM;2026-09-10T10:13:00+00:00;C'est du jamais vu : Apple augmente le prix de ses anciens iPhone sortis l'an dernier;https://www.commentcamarche.net/mobile/telephones/38831-nouvaux-prix-anciens-iphone/;1. SMARTPHONE
CCM;2026-09-09T22:47:59+00:00;iPhone 18 Pro et iPhone Duo : Apple présente son premier smartphone pliant;https://www.commentcamarche.net/mobile/telephones/38829-presentation-iphone-18-pro-et-iphone-duo/;1. SMARTPHONE
CCM;2026-09-09T16:50:03+00:00;Patch Tuesday de septembre 2026 : Microsoft colmate près de 1000 failles et améliore l'interface de Windows 11;https://www.commentcamarche.net/informatique/windows/38827-patch-tuesday-septembre-2026/;2. PC_OS
CCM;2026-09-09T16:34:00+00:00;French Days 2026 : les meilleures promos high-tech de la braderie de rentrée;https://www.commentcamarche.net/applis-sites/services-en-ligne/1641-french-days-automne-2026/;20. Sponso
CCM;2026-09-09T15:42:00+00:00;C'est la nouvelle arnaque à la mode sur Instagram : la prise de compte en otage avec une demande de rançon !;https://www.commentcamarche.net/securite/arnaque/38825-arnaque-instagram/;17. actu jur et pol
CCM;2026-09-09T13:27:37+00:00;Vos appareils Galaxy peuvent être piratés à l'aide d'une image piégée : installez vite le correctif de Samsung !;https://www.commentcamarche.net/securite/piratage/38823-failles-samsung/;7. Video
CCM;2026-09-09T10:52:53+00:00;WhatsApp va s'ouvrir aux autres IA : mais pour quoi faire ?;https://www.commentcamarche.net/applis-sites/messageries/38821-whatsapp-s-ouvre-aux-autres-ia-mais-pour-quoi-faire/;1. SMARTPHONE
CCM;2026-09-09T06:45:00+00:00;Keynote Apple : comment suivre la présentation des nouveaux iPhone en direct;https://www.commentcamarche.net/mobile/telephones/38727-apple-keynote-iphone-18-pro/;1. SMARTPHONE
CCM;2026-09-08T17:09:08+00:00;Avec REACTIV, l'ANSSI muscle sa riposte face aux cyberattaques contre l'État français;https://www.commentcamarche.net/securite/protection/38815-reactiv/;17. actu jur et pol
CCM;2026-09-08T17:05:00+00:00;Vous pouvez maintenant essayer vos vêtements grâce à l'IA de Google Photos;https://www.commentcamarche.net/image-son/photo/37599-cabine-d-essayage-ia-google-photos/;6. IA
CCM;2026-09-08T13:43:15+00:00;PS5 à 1 euro : Bouygues Telecom lance une offre très alléchante, mais sous conditions;https://www.commentcamarche.net/image-son/jeu-video/38809-ps5-a-1-euro-bouygues/;16. ludique
CCM;2026-09-08T13:08:32+00:00;Vous pourrez bientôt arrêter votre PC sans installer une mise à jour forcée de Windows;https://www.commentcamarche.net/informatique/windows/38813-arret-windows-dans-mise-a-jour/;2. PC_OS
CCM;2026-09-08T12:24:09+00:00;Orange et des opérateurs européens veulent un concurrent à Starlink pour l'Internet par satellite;https://www.commentcamarche.net/maison/box-connexion-internet/38811-europe-concurrent-starlink/;14. Extérieur
CCM;2026-09-08T09:30:18+00:00;Proton VPN Plus : comment savoir si l'offre payante vaut le passage depuis le gratuit ?;https://www.commentcamarche.net/securite/vpn/38777-proton-vpn-plus-comment-savoir-si-l-offre-payante-vaut-le-passage-depuis-le-gratuit/;5. Logiciels _ OS
CCM;2026-09-08T09:21:56+00:00;Free lance un nouveau forfait mobile à 6 euros pour les pros;https://www.commentcamarche.net/mobile/operateurs-forfaits/38807-free-pro-mini/;1. SMARTPHONE
CCM;2026-09-08T05:05:02+00:00;Cette fonction discrète de Windows envoie tout ce que vous tapez au clavier chez Microsoft - Elle est activée par défaut;https://www.commentcamarche.net/informatique/windows/38805-espionnage-saisie-clavier-windows/;2. PC_OS
CCM;2026-09-08T04:55:03+00:00;Ce réglage méconnu dans Google Maps économise la batterie de votre smartphone et les données de votre forfait mobile;https://www.commentcamarche.net/applis-sites/transports-cartes/38797-plans-google-maps/;10. Voiture
CCM;2026-09-08T04:45:04+00:00;Ce nouveau radar a battu des records de PV en piégeant les automobilistes - Il sera déplacé et les amendes annulées;https://www.commentcamarche.net/securite/38799-radar-preiph-record/;17. actu jur et pol
CCM;2026-09-08T04:35:03+00:00;Pas besoin de déboucheur chimique : ce mélange économique fait maison élimine les odeurs d'égout dans les canalisations;https://www.commentcamarche.net/maison/36299-odeurs-canalisations-bis/;11. Menage
CCM;2026-09-07T14:27:28+00:00;Windows 11 va bientôt vérifier votre âge pour les applications;https://www.commentcamarche.net/securite/protection/38801-verification-d-age-avec-windows/;2. PC_OS
CCM;2026-09-07T11:04:46+00:00;pDocs : pCloud lance une suite bureautique gratuite en ligne pour concurrencer Google et Microsoft;https://www.commentcamarche.net/applis-sites/services-en-ligne/38795-pdocs-suite-bureautique-pcloud/;5. Logiciels _ OS
CCM;2026-09-07T05:05:03+00:00;Le vrai prix de l'immobilier : ce site gratuit vous dira combien votre voisin a acheté son logement;https://www.commentcamarche.net/maison/31823-site-prix-immobilier-quint/;NON_CLASSE
CCM;2026-09-07T04:55:02+00:00;Ce geste simple (et gratuit) booste votre Wi-Fi et votre connexion Internet - Il faut le faire tous les mois;https://www.commentcamarche.net/maison/box-connexion-internet/38791-redemarrage-box-internet/;3. Periphérique
CCM;2026-09-07T04:45:04+00:00;Votre ligne mobile est coupée sans raison ? Vous êtes peut-être victime de cette terrible escroquerie;https://www.commentcamarche.net/mobile/operateurs-forfaits/38793-sim-swapping/;NON_CLASSE
CCM;2026-09-07T04:35:02+00:00;Voici l'astuce pour alléger votre facture d'eau et économiser 15 000 litres par an et par personne;https://www.commentcamarche.net/maison/36697-economie-eau-douche-bis/;NON_CLASSE
CCM;2026-09-05T05:05:04+00:00;La plupart des gens la négligent - Cette prise sur les box Internet a pourtant des fonctions très utiles;https://www.commentcamarche.net/maison/36307-astuce-prise-usb-box-internet-quad/;13. Maison
CCM;2026-09-05T04:55:02+00:00;Oubliez Photoshop, Illustrator et InDesign : cette suite graphique gratuite fait (presque) aussi bien;https://www.commentcamarche.net/applis-sites/37081-affinity-vs-adobe-quad/;7. Video
CCM;2026-09-05T04:45:03+00:00;Toutes les écoles la réclament à la rentrée : faut-il absolument prendre une assurance scolaire pour ses enfants ? Voici ce que dit la loi;https://www.commentcamarche.net/securite/protection/38769-assurance-scolaire/;16. ludique
CCM;2026-09-05T04:35:02+00:00;Il n'a pas changé depuis sa création en 1950 - Et il fait toujours le bonheur de millions d'écoliers dans le monde entier;https://www.commentcamarche.net/maison/31871-stylo-bic-quint/;NON_CLASSE
CCM;2026-09-04T16:39:39+00:00;Attention à cette fausse lettre de la DGFiP qui cache une arnaque au QR code;https://www.commentcamarche.net/securite/arnaque/38789-arnaque-dgfip/;17. actu jur et pol
Frandroid - Actualités;;Boulanger : comment réduire le prix de votre nouveau téléphone grâce à la reprise;https://native.humanoid.fr/register-click?s_id=2&sp_id=47&c_id=4219;1. SMARTPHONE
Frandroid - Actualités;;Pour fêter leur sortie, Huawey retire 20 euros à ces nouveaux FreeBuds Neo;https://www.frandroid.com/bons-plans/3252875_pour-feter-leur-sortie-huawey-retire-20-euros-a-ces-nouveaux-freebuds-neo;20. Sponso
Frandroid - Actualités;;Grâce à Amazon, cette batterie externe d’Ugreen, compatible avec la charge sans fil, frôle les 50 euros;https://www.frandroid.com/bons-plans/3253161_grace-a-amazon-cette-batterie-externe-dugreen-compatible-avec-la-charge-sans-fil-frole-les-50-euros;20. Sponso
Frandroid - Actualités;;Data XXL, couverture mondiale ou 4 mois gratuits, voici trois forfaits à connaître;https://www.frandroid.com/bons-plans/3253127_data-xxl-couverture-mondiale-ou-4-mois-gratuits-voici-trois-forfaits-a-connaitre;20. Sponso
Frandroid - Actualités;;Amazon casse le prix de ce moniteur 5K de 27″ compatible avec le HDR;https://www.frandroid.com/bons-plans/3252599_amazon-casse-le-prix-de-ce-moniteur-5k-de-27-compatible-avec-le-hdr;20. Sponso
Frandroid - Actualités;;Le Matrix10 Pro étonne avec son système de serpillères interchangeables et son prix en baisse de 400 €;https://www.frandroid.com/bons-plans/3252119_le-matrix10-pro-etonne-avec-son-systeme-de-serpilleres-interchangeables-et-son-prix-en-baisse-de-400-e;20. Sponso
Frandroid - Actualités;;Le son arrive de partout avec cette barre de son Sony Bravia Theatre Bar 7 Dolby Atmos 5.0.2 à -29%;https://www.frandroid.com/bons-plans/3252823_le-son-arrive-de-partout-avec-cette-barre-de-son-sony-bravia-theatre-bar-7-dolby-atmos-5-0-2-a-29;20. Sponso
Frandroid - Actualités;;JMGO N1S 4K : ce vidéoprojecteur triple laser ultra lumineux chute sous les 800 €;https://www.frandroid.com/bons-plans/3252385_jmgo-n1s-4k-ce-videoprojecteur-triple-laser-ultra-lumineux-chute-sous-les-800-e;20. Sponso
Frandroid - Actualités;;Jackery brade son Explorer 1000 v2, sa station nomade de 1070 Wh, à moins de 550 € jusqu’à ce soir seulement;https://www.frandroid.com/bons-plans/3253333_jackery-brade-son-explorer-1000-v2-sa-station-nomade-de-1070-wh-a-moins-de-550-e-jusqua-ce-soir-seulement;20. Sponso
Frandroid - Actualités;;En ce mois de rentrée, ce laptop de Lenovo avec son écran OLED de 16″ passe sous les 900 euros et un sac à dos est offert;https://www.frandroid.com/bons-plans/3252341_en-ce-mois-de-rentree-ce-laptop-de-lenovo-avec-son-ecran-oled-de-16-passe-sous-les-900-euros-et-un-sac-a-dos-est-offert;20. Sponso
Frandroid - Actualités;;Ce pack Marshall à moins de 850 € réunit une barre de son 5.1 et un caisson de basses, de quoi profiter d’un home cinema immersif;https://www.frandroid.com/bons-plans/3250173_ce-pack-marshall-a-moins-de-850-e-reunit-une-barre-de-son-5-1-et-un-caisson-de-basses-de-quoi-profiter-dun-home-cinema-immersif;20. Sponso
Frandroid - Actualités;;Samsung casse le prix de son pliable anti-iPhone Duo;https://www.frandroid.com/marques/samsung/3253539_samsung-casse-le-prix-de-son-pliable-anti-iphone-duo;1. SMARTPHONE
Frandroid - Actualités;;Avec plus ou moins 200 € en poche, faut-il craquer pour le nouveau Samsung Galaxy A18 ou le Xiaomi Redmi 17 ?;https://www.frandroid.com/bons-plans/3252691_avec-plus-ou-moins-200-e-en-poche-faut-il-craquer-pour-le-nouveau-samsung-galaxy-a18-ou-le-xiaomi-redmi-17;20. Sponso
Frandroid - Actualités;;Ce SSD externe Crucial X10 Pro 1 TB voué à disparaître se paye un baroud d’honneur avec cette promo;https://www.frandroid.com/bons-plans/3252443_ce-ssd-externe-crucial-x10-pro-1-tb-voue-a-disparaitre-se-paye-un-baroud-dhonneur-avec-cette-promo;20. Sponso
Frandroid - Actualités;;La dernière tablette de Honor, compatible avec l’IMAX, perd 50 euros et s’accompagne d’un casque sans fil;https://www.frandroid.com/bons-plans/3251353_la-derniere-tablette-de-honor-compatible-avec-limax-perd-50-euros-et-saccompagne-dun-casque-sans-fil;20. Sponso
Frandroid - Actualités;;Le prix de la version la plus complète du Dyson V16 qui aspire et lave en un geste s’effondre de 280 €;https://www.frandroid.com/produits-android/3252607_le-prix-de-la-version-la-plus-complete-du-dyson-v16-qui-aspire-et-lave-en-un-geste-seffondre-de-280-e;11. Menage
Frandroid - Bons plans;;Boulanger fait chuter le prix de ce TV 4K QLED 65 pouces Philips Ambilight Ã  moins de 700 â¬;https://www.frandroid.com/bons-plans/3250245_boulanger-fait-chuter-le-prix-de-ce-tv-4k-qled-65-pouces-philips-ambilight-a-moins-de-700-e;20. Sponso
Frandroid - Bons plans;;Les mythiques courses de pod de Star Wars reviennent bientÃ´t dans Galactic Racer, en prÃ©commande Ã  44,99 â¬ sur PS5;https://www.frandroid.com/bons-plans/3253083_les-mythiques-courses-de-pod-de-star-wars-reviennent-bientot-dans-galactic-racer-en-precommande-a-4499-e-sur-ps5;20. Sponso
Frandroid - Bons plans;;TCL 24G645 : ce moniteur gaming QD-Mini LED en 300 Hz passe sous les 230 euros;https://www.frandroid.com/bons-plans/3253289_tcl-24g645-ce-moniteur-gaming-qd-mini-led-en-300-hz-passe-sous-les-230-euros;20. Sponso
